#Parameters = {M=2; N=57.75; a=0.4; b=0.81; d=1.0125; er=3; g=0.01; p=0.8; srr=0.0025; wgr6=1.625}
#"Frequency / GHz"	"S2,1 [Magnitude / dB]"
#-----------------------------------------
60.000000000000	-43.631117874841
60.110000610352	-43.683571046627
60.220001220703	-43.735634710988
60.330001831055	-43.787404220366
60.439998626709	-43.838990482083
60.549999237061	-43.890470604681
60.659999847412	-43.941852743311
60.770000457764	-43.993074008425
60.880001068115	-44.044027741552
60.990001678467	-44.094602308595
61.099998474121	-44.144732985536
61.209999084473	-44.194429870160
61.319999694824	-44.243771333660
61.430000305176	-44.292873143153
61.540000915527	-44.341840851713
61.650001525879	-44.390722825343
61.759998321533	-44.439490836448
61.869998931885	-44.488049140334
61.979999542236	-44.536277917057
62.090000152588	-44.584073478741
62.200000762939	-44.631403123219
62.310001373291	-44.678307911451
62.419998168945	-44.724892116176
62.529998779297	-44.771278484110
62.639999389648	-44.817556277177
62.750000000000	-44.863747299502
62.860000610352	-44.909793891206
62.970001220703	-44.955584965662
63.080001831055	-45.001001505571
63.189998626709	-45.045961640629
63.299999237061	-45.090453431149
63.409999847412	-45.134538951245
63.520000457764	-45.178324296733
63.630001068115	-45.221915345849
63.740001678467	-45.265381003616
63.849998474121	-45.308716621113
63.959999084473	-45.351859127502
64.069999694824	-45.394710868675
64.180000305176	-45.437184723045
64.290000915527	-45.479232304395
64.400001525879	-45.520868874057
64.510002136230	-45.562158078364
64.620002746582	-45.603180890731
64.730003356934	-45.643999679721
64.839996337891	-45.684629962762
64.949996948242	-45.725039890082
65.059997558594	-45.765160382998
65.169998168945	-45.804920558728
65.279998779297	-45.844280565359
65.389999389648	-45.883248043088
65.500000000000	-45.921874738342
65.610000610352	-45.960226700958
65.720001220703	-45.998366317238
65.830001831055	-46.036307963681
65.940002441406	-46.074021251514
66.050003051758	-46.111438007272
66.160003662109	-46.148484853086
66.269996643066	-46.185111827345
66.379997253418	-46.221313262545
66.489997863770	-46.257136972495
66.599998474121	-46.292658095592
66.709999084473	-46.327945695299
66.819999694824	-46.363037730969
66.930000305176	-46.397919821962
67.040000915527	-46.432536398209
67.150001525879	-46.466804407408
67.260002136230	-46.500655478558
67.370002746582	-46.534064348418
67.480003356934	-46.567049040744
67.589996337891	-46.599676602858
67.699996948242	-46.632020420011
67.809997558594	-46.664142909077
67.919998168945	-46.696053729710
68.029998779297	-46.727719380796
68.139999389648	-46.759072308258
68.250000000000	-46.790034268184
68.360000610352	-46.820555194484
68.470001220703	-46.850629251583
68.580001831055	-46.880294971945
68.690002441406	-46.909615532950
68.800003051758	-46.938659903792
68.910003662109	-46.967458865787
69.019996643066	-46.996008244099
69.129997253418	-47.024262064791
69.239997863770	-47.052156507168
69.349998474121	-47.079632202622
69.459999084473	-47.106662667641
69.569999694824	-47.133264518455
69.680000305176	-47.159482563945
69.790000915527	-47.185373861376
69.900001525879	-47.210985160676
70.010002136230	-47.236323816262
70.120002746582	-47.261362960592
70.230003356934	-47.286048999921
70.339996337891	-47.310324976121
70.449996948242	-47.334152966790
70.559997558594	-47.357528895457
70.669998168945	-47.380484595213
70.779998779297	-47.403075536606
70.889999389648	-47.425349132468
71.000000000000	-47.447334496548
71.110000610352	-47.469017636926
71.220001220703	-47.490361561637
71.330001831055	-47.511301373469
71.440002441406	-47.531784385883
71.550003051758	-47.551786071194
71.660003662109	-47.571311375623
71.769996643066	-47.590402090712
71.879997253418	-47.609112262126
71.989997863770	-47.627494130921
72.099998474121	-47.645568986409
72.209999084473	-47.663327726748
72.319999694824	-47.680729142141
72.430000305176	-47.697715098187
72.540000915527	-47.714235077653
72.650001525879	-47.730258128367
72.760002136230	-47.745787543911
72.870002746582	-47.760851670186
72.980003356934	-47.775492647487
73.089996337891	-47.789755798226
73.199996948242	-47.803661673283
73.309997558594	-47.817204333482
73.419998168945	-47.830356842072
73.529998779297	-47.843074957186
73.639999389648	-47.855318542419
73.750000000000	-47.867062457341
73.860000610352	-47.878303130135
73.970001220703	-47.889057027700
74.080001831055	-47.899357319700
74.190002441406	-47.909229414673
74.300003051758	-47.918691742459
74.410003662109	-47.927745820089
74.519996643066	-47.936368205736
74.629997253418	-47.944528747257
74.739997863770	-47.952197855555
74.849998474121	-47.959350602377
74.959999084473	-47.965978621959
75.069999694824	-47.972089869518
75.180000305176	-47.977700074007
75.290000915527	-47.982826000701
75.400001525879	-47.987477951070
75.510002136230	-47.991661309894
75.620002746582	-47.995365214042
75.730003356934	-47.998575419598
75.839996337891	-48.001275925068
75.949996948242	-48.003451948515
76.059997558594	-48.005097198841
76.169998168945	-48.006205020201
76.279998779297	-48.006774226947
76.389999389648	-48.006794605967
76.500000000000	-48.006262727923
76.610000610352	-48.005165562227
76.720001220703	-48.003499188532
76.830001831055	-48.001263384500
76.940002441406	-47.998466422825
77.050003051758	-47.995122025163
77.160003662109	-47.991242570660
77.269996643066	-47.986826780449
77.379997253418	-47.981861158647
77.489997863770	-47.976319083259
77.599998474121	-47.970157166537
77.709999084473	-47.963337629611
77.819999694824	-47.955840760328
77.930000305176	-47.947663701885
