#Parameters = {M=2; N=57.75; a=0.4; b=0.81; d=1.0125; er=3; g=0.01; p=0.8; srr=0.0025; wgr6=1.625}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
154.71000671387	-25.238499864164
154.82000732422	-25.157202819129
154.92999267578	-25.086468579714
155.03999328613	-25.099630850967
155.14999389648	-25.295036623243
155.25999450684	-25.762101446637
155.36999511719	-26.565857782608
155.47999572754	-27.740767051993
155.58999633789	-29.279771074605
155.69999694824	-31.113191659499
155.80999755859	-33.102484737602
155.91999816895	-35.122689380524
156.02999877930	-37.209531850958
156.13999938965	-39.279157320979
156.25000000000	-39.637930367084
156.36000061035	-36.851749346849
156.47000122070	-33.471226450405
156.58000183105	-30.776677090124
156.69000244141	-28.822499901180
156.80000305176	-27.478300141694
156.91000366211	-26.609060617490
157.02000427246	-26.081144771395
157.13000488281	-25.755063712173
157.24000549316	-25.499245898943
157.35000610352	-25.230707863609
157.46000671387	-24.951327627484
157.57000732422	-24.737356559741
157.67999267578	-24.691164269312
157.78999328613	-24.899602999625
157.89999389648	-25.416475291188
158.00999450684	-26.256723877983
158.11999511719	-27.388062236126
158.22999572754	-28.720930011681
158.33999633789	-30.127632936800
158.44999694824	-31.540669782267
158.55999755859	-33.097006239521
158.66999816895	-35.189417823794
158.77999877930	-38.358260958292
158.88999938965	-41.606016264649
159.00000000000	-38.758288497303
159.11000061035	-34.349121498392
159.22000122070	-31.290444173093
