#Parameters = {r=0.1; M=2; N=57.75; a=0.4; b=0.75; d=1.0125; er=3; g=0.01; p=0.8; srr=0.0004; wgr6=1.625}
#"Frequency / GHz"	"S2,1 (1) [Magnitude / dB]"
#---------------------------------------------
119.73000335693	-1.2377268338210
119.83999633789	-1.2252496158458
119.94999694824	-1.2035821179784
120.05999755859	-1.1809752205955
120.16999816895	-1.1659336458265
120.27999877930	-1.1640090256599
120.38999938965	-1.1757787714459
120.50000000000	-1.1966048891593
120.61000061035	-1.2182414842480
120.72000122070	-1.2318424398983
120.83000183105	-1.2313649108448
120.94000244141	-1.2160187905274
121.05000305176	-1.1906158706312
121.16000366211	-1.1636641000507
121.26999664307	-1.1440987646517
121.37999725342	-1.1380311454972
121.48999786377	-1.1466446631109
121.59999847412	-1.1658591622881
121.70999908447	-1.1878143898359
121.81999969482	-1.2037675099653
121.93000030518	-1.2074445656247
122.04000091553	-1.1975037936035
122.15000152588	-1.1780099212623
122.26000213623	-1.1566972663855
122.37000274658	-1.1418254676580
122.48000335693	-1.1389882167543
122.58999633789	-1.1490426296388
122.69999694824	-1.1677654467268
122.80999755859	-1.1873786093654
122.91999816895	-1.1994748428489
123.02999877930	-1.1983409145054
123.13999938965	-1.1833191030080
123.25000000000	-1.1591428001032
123.36000061035	-1.1340414194539
123.47000122070	-1.1165419275008
123.58000183105	-1.1123052652791
123.69000244141	-1.1221242400433
123.80000305176	-1.1416796861487
123.91000366211	-1.1631300354565
124.01999664307	-1.1780348788438
124.12999725342	-1.1806409228708
124.23999786377	-1.1701622166140
124.34999847412	-1.1510303165813
124.45999908447	-1.1309809310535
124.56999969482	-1.1178887924639
124.68000030518	-1.1166917936060
124.79000091553	-1.1275332304318
124.90000152588	-1.1457013186966
125.01000213623	-1.1633827386788
125.12000274658	-1.1726928606393
125.23000335693	-1.1688779556335
125.33999633789	-1.1523403056660
125.44999694824	-1.1285265109666
125.55999755859	-1.1057343129765
125.66999816895	-1.0918623492621
125.77999877930	-1.0914431797102
125.88999938965	-1.1040141507763
126.00000000000	-1.1243124253245
126.11000061035	-1.1442277327874
126.22000122070	-1.1559058927825
126.33000183105	-1.1548729844723
126.44000244141	-1.1418410092874
126.55000305176	-1.1223241122848
126.66000366211	-1.1042896007966
126.76999664307	-1.0948900101321
126.87999725342	-1.0976763318481
126.98999786377	-1.1112373734477
127.09999847412	-1.1297225765645
127.20999908447	-1.1450745038524
127.31999969482	-1.1502457573400
127.43000030518	-1.1421397257393
127.54000091553	-1.1229667357976
127.65000152588	-1.0993721279784
127.76000213623	-1.0797331217592
127.87000274658	-1.0708802432668
127.98000335693	-1.0755309295678
128.08999633789	-1.0913154162894
128.19999694824	-1.1116778926820
128.30999755859	-1.1283780417359
128.41999816895	-1.1347524876909
128.52999877930	-1.1284382346481
128.63999938965	-1.1123180677201
128.75000000000	-1.0932310186772
128.86000061035	-1.0790818994705
128.97000122070	-1.0756196539516
129.08000183105	-1.0841864097621
129.19000244141	-1.1011803337065
129.30000305176	-1.1193998878272
129.41000366211	-1.1308787013221
